,name,author,num_page,language,user_rating,rating_num,reviews,genre_1,genre_2,genre_3,year,publisher
2609,The Secret of the Old Clock,Carolyn Keene,210,English,3.98,75041,4332,Mystery,Young Adult,Fiction,1930,Applewood Books
2610,Midnight Awakening,Lara Adrian,369,English,4.23,42236,1189,Paranormal Romance,Paranormal,Vampires,2007,Dell
2611,An Ideal Husband,Oscar Wilde,78,English,4.01,41206,1513,Classics,Plays,Fiction,1893,Dover Publications
2612,Tipping the Velvet,Sarah Waters,472,English,4.04,67411,3578,Historical Fiction,Fiction,LGBT,1998,"Riverhead Books, U.S."
2613,The Bloody Chamber and Other Stories,Angela Carter,128,English,3.94,51838,4946,Short Stories,Fantasy,Fiction,1979,Penguin Books
2614,Finding Cinderella,Colleen Hoover,176,English,4.07,118769,9479,Romance,New Adult,Young Adult,2013,Atria Books
2615,Demon from the Dark,Kresley Cole,430,English,4.43,46470,1726,Paranormal Romance,Paranormal,Romance,2010,Pocket Books
2616,The Lost World,Arthur Conan Doyle,272,English,3.93,64422,2889,Classics,Science Fiction,Fiction,1912,Modern Library
2617,The Kindly Ones,Jonathan Littell,984,English,3.98,12864,1328,Fiction,Historical Fiction,War,2006,Harper
2618,The Retribution of Mara Dyer,Michelle Hodkin,470,English,4.07,57679,7454,Young Adult,Paranormal,Fantasy,2014,Simon \u0026 Schuster Books for Young Readers
2619,Going Too Far,Jennifer Echols,245,English,3.92,38379,1691,Young Adult,Romance,Contemporary,2009,Pocket Books/MTV Books
2620,Midnight,L.J. Smith,567,English,3.76,26991,918,Vampires,Young Adult,Fantasy,2011,HarperTeen
2621,Sundays at Tiffany's,James Patterson,309,English,3.77,68895,6398,Romance,Fiction,Chick Lit,2008,Little Brown and Company
2622,The Three-Body Problem,Cixin Liu,399,English,4.09,265517,25259,Science Fiction,Fiction,China,2006,Tor Books
2623,Storm Born,Richelle Mead,361,English,3.89,32199,1634,Urban Fantasy,Fantasy,Paranormal,2008,Zebra
2624,The Feminine Mystique,Betty Friedan,562,English,3.86,27103,1970,Feminism,Nonfiction,Classics,1963,W. W. Norton \u0026 Company
2625,Gorky Park,Martin Cruz Smith,433,English,4.04,66503,1386,Mystery,Fiction,Thriller,1981,Ballantine Books
2626,Narcopolis,Jeet Thayil,292,English,3.43,7343,855,Fiction,India,Indian Literature,2012,Faber \u0026 Faber
2627,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,272,English,4.42,72867,5655,Business,Biography,Nonfiction,2019,Random House
2628,I'm Glad My Mom Died,Jennette McCurdy,320,English,4.51,536789,62427,Nonfiction,Memoir,Audiobook,2022,Simon \u0026 Schuster
2629,March,Geraldine Brooks,280,English,3.78,64933,6645,Historical Fiction,Fiction,Civil War,2005,Penguin
2630,Froi of the Exiles,Melina Marchetta,593,English,4.29,16944,1989,Fantasy,Young Adult,Romance,2011,Viking Australia
2631,Every Last Word,Tamara Ireland Stone,358,English,4.26,81125,9606,Young Adult,Contemporary,Mental Health,2015,"Little, Brown Books for Young Readers"
2632,Death in Venice and Other Tales,Thomas Mann,384,English,3.91,16571,467,Classics,Fiction,Short Stories,1911,Penguin Classics
2633,The Woman in Black,Susan         Hill,138,English,3.74,63309,7258,Horror,Fiction,Gothic,1983,"David R. Godine, Publisher"
2634,Confessions of an Ugly Stepsister,Gregory Maguire,372,English,3.54,59249,3821,Fantasy,Fiction,Fairy Tales,1999,William Morrow Paperbacks
2635,Moving Pictures,Terry Pratchett,396,English,3.96,77397,2140,Fantasy,Fiction,Humor,1990,Corgi
2636,ذاكرة الجسد,Ahlam Mosteghanemi,404,Arabic,3.81,24751,2114,Novels,Fiction,Romance,1993,دار الآداب
2637,Kiss of Crimson,Lara Adrian,403,English,4.14,41898,1376,Paranormal Romance,Paranormal,Vampires,2007,Random House Inc
2638,The Hollow,Jessica Verday,544,English,3.74,20409,1676,Young Adult,Paranormal,Fantasy,2009,Simon Pulse
2639,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,312,English,4.13,288563,15889,Nonfiction,Food,Memoir,2000,Ecco/Harper Perennial
2640,Hourglass,Claudia Gray,339,English,3.78,44365,1501,Young Adult,Vampires,Paranormal,2010,HarperTeen
2641,The Elementary Particles,Michel Houellebecq,272,English,3.8,40730,2726,Fiction,France,Literature,1998,Vintage
2642,Genghis Khan and the Making of the Modern World,Jack Weatherford,352,English,4.04,69138,3622,History,Nonfiction,Biography,2004,Broadway Books
2644,Her Final Breath,Robert Dugoni,438,English,4.31,58233,2539,Mystery,Thriller,Fiction,2015,Thomas \u0026 Mercer
2645,The Screaming Staircase,Jonathan Stroud,440,English,4.24,49910,6744,Fantasy,Young Adult,Mystery,2013,Doubleday Children’s Books
2646,Once Upon a Broken Heart,Stephanie Garber,416,English,4.13,113501,18078,Fantasy,Romance,Young Adult,2021,Flatiron Books
2647,Revolution,Jennifer Donnelly,512,English,4.0,28940,4058,Historical Fiction,Young Adult,Historical,2010,Ember 
2648,The Witch of Portobello,Paulo Coelho,261,English,3.55,78121,4227,Fiction,Philosophy,Novels,2006,Harper Perennial
2649,Defy Me,Tahereh Mafi,357,English,4.3,147526,14971,Fantasy,Dystopia,Young Adult,2019,HarperTeen
2650,Fool's Errand,Robin Hobb,661,English,4.34,87481,2881,Fantasy,Fiction,Epic Fantasy,2001,Voyager
2651,War Storm,Victoria Aveyard,662,English,3.84,144038,12394,Fantasy,Young Adult,Dystopia,2018,HarperTeen
2652,Morning Star,Pierce Brown,544,English,4.49,169852,13798,Science Fiction,Fantasy,Fiction,2016,Del Rey
2653,The 4-Hour Workweek,Timothy Ferriss,308,English,3.92,276097,8749,Business,Nonfiction,Self Help,2007,Harmony
2654,A Swiftly Tilting Planet,Madeleine L'Engle,278,English,4.08,106764,2709,Fantasy,Young Adult,Fiction,1978,"Dell Publishing Co., Inc."
2655,The Grim Grotto,Lemony Snicket,323,English,4.02,110518,2849,Fiction,Young Adult,Childrens,2004,HarperCollins Publishers
2656,Grey,E.L. James,576,English,3.82,174441,12247,Romance,Erotica,BDSM,2015,Vintage 
2657,Boy Meets Boy,David Levithan,185,English,3.82,73736,4491,Young Adult,LGBT,Romance,2003,Alfred A. Knopf
2658,Patriot Games,Tom Clancy,503,English,4.15,201837,1724,Fiction,Thriller,Mystery,1987,Berkley
2659,Small Great Things,Jodi Picoult,510,English,4.35,342379,30217,Fiction,Contemporary,Audiobook,2016,Ballantine Books
2660,Men at Arms,Terry Pratchett,377,English,4.39,95665,2722,Fantasy,Fiction,Humor,1993,HarperPrism
2661,Night Embrace,Sherrilyn Kenyon,408,English,4.23,59190,1857,Paranormal Romance,Paranormal,Romance,2003,St. Martin's Press
2662,Blood And Gold,Anne Rice,752,English,3.91,34124,781,Vampires,Horror,Fantasy,2001,Arrow
2663,Everlost,Neal Shusterman,320,English,3.96,33292,3113,Fantasy,Young Adult,Paranormal,2006,Simon \u0026 Schuster Books for Young Readers
2665,Sword of Destiny,Andrzej Sapkowski,405,English,4.28,163797,9096,Fantasy,Fiction,Short Stories,1992,Orbit
2666,The Unwanteds,Lisa McMann,390,English,4.12,38315,3547,Fantasy,Middle Grade,Young Adult,2011,Aladdin
2667,The Known World,Edward P. Jones,388,English,3.83,40507,3546,Historical Fiction,Fiction,African American,2003,Amistad
2668,The Cabinet of Curiosities,Douglas Preston,629,English,4.26,48536,2679,Mystery,Thriller,Fiction,2002,Warner Books
2669,This Savage Song,Victoria Schwab,469,English,4.04,95169,14814,Fantasy,Young Adult,Dystopia,2016,Greenwillow Books
2671,The Gods Themselves,Isaac Asimov,288,English,4.09,60675,2417,Science Fiction,Fiction,Classics,1972,Millenium
2673,Sula,Toni Morrison,174,English,4.01,86681,6146,Fiction,Classics,Historical Fiction,1973,Plume
2674,Night School,C.J. Daugherty,454,English,4.06,24332,2093,Young Adult,Mystery,Fantasy,2012,Atom
2675,The Leopard,Giuseppe Tomasi di Lampedusa,319,English,4.01,33479,2641,Fiction,Classics,Historical Fiction,1958,Pantheon
2676,Burial Rites,Hannah Kent,336,English,4.03,106333,13002,Historical Fiction,Fiction,Historical,2013,"Little, Brown and Company"
2677,The Vanishing Half,Brit Bennett,343,English,4.16,681881,53851,Fiction,Historical Fiction,Contemporary,2020,Riverhead Books
2678,And the Ass Saw the Angel,Nick Cave,320,English,3.85,10289,646,Fiction,Horror,Gothic,1989,2.13.61
2679,"Flow My Tears, the Policeman Said",Philip K. Dick,204,English,3.92,39255,2176,Science Fiction,Fiction,Dystopia,1974,Gollancz  
2680,United We Spy,Ally Carter,296,English,4.44,34798,2674,Young Adult,Mystery,Romance,2013,Disney-Hyperion
2681,Radiant Shadows,Melissa Marr,340,English,3.97,38018,1448,Young Adult,Fantasy,Paranormal,2010,Harper
2682,يوتوبيا,أحمد خالد توفيق,192,Arabic,3.93,53027,5992,Novels,Fiction,Dystopia,2009,دار ميريت
2683,Revenge of the Witch,Joseph   Delaney,344,English,4.01,47982,3583,Fantasy,Young Adult,Horror,2004,Harper Trophy
2684,Before They Are Hanged,Joe Abercrombie,441,English,4.33,153884,6768,Fantasy,Fiction,Epic Fantasy,2007,Gollancz
2685,The Hammer of Thor,Rick Riordan,459,English,4.32,101365,7492,Fantasy,Mythology,Young Adult,2016,Disney-Hyperion Books
2686,My Wolf's Bane,Veronica Blade,389,English,3.77,1157,125,Werewolves,Paranormal,Young Adult,2013,"Crush Publishing, Inc"
2687,The Curse of Chalion,Lois McMaster Bujold,490,English,4.16,37637,2800,Fantasy,Fiction,High Fantasy,2001,Voyager
2688,The Body,Robin Waterfield,80,English,4.29,41590,1319,Horror,Fiction,Short Stories,1982,Penguin Books
2689,A Raisin in the Sun,Lorraine Hansberry,162,English,3.84,89813,4524,Plays,Classics,Fiction,1959,Random House
2690,The Omen,David Seltzer,272,English,4.03,64857,749,Horror,Fiction,Classics,1976,Signet
2691,Aztec,Gary Jennings,754,English,4.25,18485,1135,Historical Fiction,Fiction,Historical,1980,Forge Books
2692,Cell,Stephen King,449,English,3.66,215574,7139,Horror,Fiction,Zombies,2006,Pocket Star Books
2693,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy",Jeanne Birdsall,262,English,4.18,56346,5904,Middle Grade,Fiction,Childrens,2005,Yearling
2694,In Defense of Food: An Eater's Manifesto,Michael Pollan,205,English,4.07,113564,8479,Nonfiction,Food,Health,2008,Penguin Press
2695,Wir Kinder vom Bahnhof Zoo,Christiane Vera Felscherinow,367,German,4.31,52039,2533,Nonfiction,Biography,Classics,1978,Heyne
2696,Isla and the Happily Ever After,Stephanie Perkins,339,English,4.01,114978,12569,Young Adult,Romance,Contemporary,2014,Dutton
2697,Tampa,Alissa Nutting,272,English,3.42,29188,5853,Fiction,Contemporary,Horror,2013,Ecco
2698,Believing Christ: The Parable of the Bicycle and Other Good News,Stephen E. Robinson,125,English,4.51,15193,947,Religion,Lds,Nonfiction,1992,Bookcraft Pubs
2699,Prozac Nation,Elizabeth Wurtzel,368,English,3.62,59881,2220,Nonfiction,Memoir,Psychology,1994,Riverhead Books
2700,Illusions,Aprilynne Pike,375,English,4.1,32020,1702,Fantasy,Young Adult,Romance,2011,HarperTeen
2701,Fever 1793,Laurie Halse Anderson,252,English,3.93,120883,7144,Historical Fiction,Young Adult,Fiction,2000,Aladdin
2702,Novel with Cocaine,M. Ageyev,204,English,3.82,2950,220,Fiction,Russia,Russian Literature,1934,Northwestern University Press
2703,The Mote in God's Eye,Larry Niven,596,English,4.07,68195,2011,Science Fiction,Fiction,Science Fiction Fantasy,1974,Spectrum Literary Agency
2704,Time Enough for Love,Robert A. Heinlein,589,English,3.97,34708,977,Science Fiction,Fiction,Science Fiction Fantasy,1973,Ace
2705,Our Blue Orange,A.R. Merrydew,307,English,4.3,2782,7,Science Fiction,Fiction,Fiction,2015,ageProps
2706,Abarat,Clive Barker,393,English,4.1,27596,1548,Fantasy,Young Adult,Fiction,2002,Trophy Pr
2707,Entwined,Heather Dixon Wallwork,472,English,3.86,35629,5221,Fantasy,Young Adult,Romance,2011,Greenwillow Books
2708,Magic's Pawn,Mercedes Lackey,349,English,4.21,26008,1038,Fantasy,Fiction,LGBT,1989,DAW Books Inc
2709,Welcome to the Monkey House,Kurt Vonnegut Jr.,331,English,4.13,58795,2259,Fiction,Short Stories,Science Fiction,1968,Dial Press Trade Paperbacks
2710,The Amazing Maurice and His Educated Rodents,Terry Pratchett,256,English,4.06,45882,2077,Fantasy,Fiction,Young Adult,2001,HarperCollins
2711,A Fraction of the Whole,Steve Toltz,530,English,4.14,21031,3085,Fiction,Australia,Novels,2008,Spiegel \u0026 Grau
2712,Tarzan of the Apes,Edgar Rice Burroughs,324,English,3.9,43428,3012,Classics,Fiction,Adventure,1912,Aegypan Books
2713,Projector for Sale,Steven Decker,325,English,4.3,528,12,Fiction,Novels,Fiction,2006,Bright Communications LLC
2714,Into the Darkest Corner,Elizabeth Haynes,450,English,4.08,67926,6219,Thriller,Mystery,Fiction,2007,Harper
2715,Secrets of the Realm,Bev Stout,338,English,3.92,584,86,Historical Fiction,Young Adult,Middle Grade,2013,Bev Stout
2716,The Winner's Crime,Marie Rutkoski,416,English,4.1,63239,8042,Fantasy,Young Adult,Romance,2015,Farrar Straus Giroux 
2717,The Aleph and Other Stories,Jorge Luis Borges,210,English,4.35,38522,1935,Short Stories,Fiction,Classics,1945,Penguin Classics
2718,Vanishing Acts,Jodi Picoult,426,English,3.71,105612,4941,Fiction,Contemporary,Chick Lit,2005,Washington Square Press
2719,The Tiger's Wife,Téa Obreht,338,English,3.41,97889,11281,Fiction,Historical Fiction,Magical Realism,2011,Random House
2720,Daemon,Daniel Suarez,632,English,4.16,44517,3322,Science Fiction,Fiction,Thriller,2006,Signet Books
2721,Snuff,Chuck Palahniuk,208,English,3.21,59950,3239,Fiction,Contemporary,Novels,2008,Doubleday
2722,Touch of Power,Maria V. Snyder,390,English,4.13,44950,3465,Fantasy,Young Adult,Magic,2011,MIRA
2723,The Merchant of Death,D.J. MacHale,375,English,3.96,49602,2086,Fantasy,Young Adult,Fiction,2002,Aladdin Paperbacks
2724,Big Sur,Jack Kerouac,256,English,3.84,33269,1449,Fiction,Classics,Literature,1962,Penguin Books
2725,Worm,Wildbow,6680,English,4.61,8424,930,Fantasy,Science Fiction,Fiction,2013,https://parahumans.wordpress.com
2726,A Reaper at the Gates,Sabaa Tahir,458,English,4.18,82459,9897,Fantasy,Young Adult,Young Adult Fantasy,2018,Razorbill
2728,Dragon Slippers,Jessica Day George,324,English,4.25,28105,2439,Fantasy,Dragons,Young Adult,2007,Bloomsbury USA Childrens
2729,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,385,English,4.45,2200448,213225,Fiction,Romance,Historical Fiction,2017,Simon \u0026 Schuster
2730,Memórias Póstumas de Brás Cubas,Machado de Assis,176,Portuguese,4.26,27853,1854,Classics,Fiction,Brazil,1881,Luso-Brazilian Books
2731,The Children Act,Ian McEwan,221,English,3.72,75236,7341,Fiction,Contemporary,Literary Fiction,2014,Nan A. Talese
2732,"Farewell, My Lovely",Raymond Chandler,292,English,4.11,37872,2167,Mystery,Fiction,Crime,1940,Vintage Crime/Black Lizard
2733,Donde los árboles cantan,Laura Gallego García,477,Spanish; Castilian,4.23,20200,1926,Fantasy,Romance,Young Adult,2011,SM
2734,"God Bless You, Mr. Rosewater",Kurt Vonnegut Jr.,290,English,3.96,64968,2491,Fiction,Classics,Humor,1965,RosettaBooks
2735,The Long Winter,Laura Ingalls Wilder,422,English,4.16,85084,2347,Historical Fiction,Classics,Childrens,1940,HarperTrophy
2736,Driven,K. Bromberg,327,English,4.25,60421,4477,Romance,Sports,Contemporary Romance,2013,JKB Publishing
2738,Sempre,J.M. Darhower,518,English,4.14,27775,2817,Romance,New Adult,Young Adult,2014,Gallery Books
2739,The Invention of Wings,Sue Monk Kidd,384,English,4.25,304301,25473,Historical Fiction,Fiction,Historical,2014,Viking
2740,Tiger's Destiny,Colleen Houck,464,English,4.37,25779,2229,Fantasy,Young Adult,Romance,2012,Splinter
2741,True Grit,Charles Portis,224,English,4.16,53546,6572,Fiction,Westerns,Historical Fiction,1968,Overlook Press
2742,Déjà Dead,Kathy Reichs,532,English,3.87,146979,4436,Mystery,Fiction,Crime,1997,Pocket Books
2744,An Instance of the Fingerpost,Iain Pears,704,English,3.93,24648,1523,Historical Fiction,Mystery,Fiction,1997,Riverhead Books
2745,Finding Audrey,Sophie Kinsella,286,English,3.76,78709,9737,Young Adult,Contemporary,Romance,2015,Delacorte Books for Young Readers
2746,Finnegans Wake,James Joyce,628,English,3.68,12541,1158,Fiction,Classics,Literature,1939,Faber \u0026 Faber
2747,Yes Please,Amy Poehler,329,English,3.84,503325,27361,Nonfiction,Memoir,Humor,2014,Dey St.
2748,Nevermore,James Patterson,368,English,3.89,37150,2812,Young Adult,Fantasy,Science Fiction,2012,Little Brown and Company 
2749,The Laughing Corpse,Laurell K. Hamilton,301,English,4.12,83771,2254,Urban Fantasy,Vampires,Fantasy,1994,Berkley
2750,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,558,English,4.26,45463,3441,Nonfiction,Politics,Economics,2007,Metropolitan Books
2751,The Storyteller,Antonia Michaelis,402,English,4.03,9026,1519,Young Adult,Romance,Contemporary,2011,Amulet Books
2752,Kiss an Angel,Susan Elizabeth Phillips,384,English,4.18,61291,4947,Romance,Contemporary Romance,Contemporary,1996,Avon
2753,The Moviegoer,Walker Percy,242,English,3.66,27744,2370,Fiction,Classics,Literature,1960,Vintage International
2754,Aurora Rising,Amie Kaufman,473,English,4.11,61490,10982,Science Fiction,Young Adult,Fantasy,2019,Knopf Books for Young Readers
2755,Wolfsbane,Andrea Cremer,390,English,4.11,47125,2280,Young Adult,Fantasy,Paranormal,2011,Philomel Books
2756,Fantastic Mr. Fox,Roald Dahl,96,English,4.07,126772,5530,Childrens,Fiction,Fantasy,1970,Knopf Books for Young Readers
2757,Ten Tiny Breaths,K.A. Tucker,262,English,4.1,78268,6170,Romance,New Adult,Contemporary,2012,Papoti Books
2758,The Call to Serve,Cece Whittaker,286,English,4.23,393,8,Fiction,Novels,Historical Fiction,2017,Createspace Independent Publishing Platform
2759,Persona normal,Benito Taibo,216,Spanish; Castilian,4.4,26031,4753,Young Adult,Contemporary,Spanish Literature,2011,Destino
2760,The Crown,Kiera Cass,278,English,3.64,247092,18407,Romance,Young Adult,Dystopia,2016,HarperTeen
2761,Uzumaki,Junji Ito,653,English,4.44,51762,6810,Manga,Horror,Graphic Novels,2000,VIZ Media
2762,The Sugar Queen,Sarah Addison Allen,290,English,3.98,53514,5997,Fiction,Magical Realism,Romance,2008,Bantam
2763,Dress Your Family in Corduroy and Denim,David Sedaris,257,English,4.1,271833,7157,Humor,Nonfiction,Memoir,2004,"Little, Brown \u0026 Co."
2764,Light,Michael  Grant,411,English,4.36,38269,2937,Young Adult,Dystopia,Science Fiction,2013,Katherine Tegen Books
2765,Influence: The Psychology of Persuasion,Robert B. Cialdini,320,English,4.21,142639,5151,Psychology,Business,Nonfiction,1984,Harper Business
2766,Snow Country,Yasunari Kawabata,175,English,3.62,29390,3107,Fiction,Japan,Classics,1948,Vintage
2767,A Fistful of Charms,Kim Harrison,510,English,4.27,56922,1475,Urban Fantasy,Fantasy,Paranormal,2006,HarperTorch
2768,أولاد حارتنا,Naguib Mahfouz,600,Arabic,4.09,27165,3224,Fiction,Novels,Classics,1959,دار الشروق
2769,Aristotle and Dante Dive into the Waters of the World,Benjamin Alire Sáenz,516,English,4.15,72038,13761,LGBT,Young Adult,Romance,2021,Simon \u0026 Schuster Books for Young Readers
2770,Mark of the Lion Trilogy,Francine Rivers,1468,English,4.77,12724,861,Christian Fiction,Christian,Historical Fiction,1993,Tyndale House
2771,Dead Poets Society,N.H. Kleinbaum,166,English,4.19,89605,6818,Classics,Fiction,Young Adult,1988,Starfire
2772,Problems at the Pub,Kirsten Fullmer,270,English,4.34,5342,33,Fiction,Drama,Novels,2020,Vintage
2773,All Creatures Great and Small / All Things Bright and Beautiful,James Herriot,820,English,4.32,14399,289,Nonfiction,Classics,Animals,1972,MJF Books
2774,The Fan Man,William Kotzwinkle,191,English,4.04,1414,181,Fiction,Humor,Novels,1974,Vintage
2775,Paula,Isabel Allende,432,Spanish; Castilian,4.17,43262,3131,Nonfiction,Memoir,Biography,1994,DEBOLSILLO
2776,You,Caroline Kepnes,464,English,3.95,224763,24012,Thriller,Fiction,Mystery,2014,Atria/Emily Bestler Books
2777,The Tortilla Curtain,T. Coraghessan Boyle,355,English,3.66,31440,3825,Fiction,Contemporary,Book Club,1995,Penguin Books
2778,Strengths Finder 2.0,Tom Rath,174,English,3.92,53714,2417,Business,Nonfiction,Self Help,2007,Gallup Press
2779,The Paris Wife,Paula McLain,314,English,3.82,290586,22212,Historical Fiction,Fiction,Historical,2011,Ballantine Books
2780,Truly Devious,Maureen Johnson,416,English,3.97,125484,18116,Mystery,Young Adult,Mystery Thriller,2018,HarperCollins
2781,Holly Jolly: Campfire Stories,JK  Franko Junior,42,English,4.35,4705,17,Childrens,Christmas,Picture Books,2006,ageProps
2782,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,304,English,3.89,65324,3192,Nonfiction,Travel,Humor,1998,Broadway Books
2783,Into the Wilderness,Sara Donati,876,English,4.11,39903,2565,Historical Fiction,Romance,Fiction,1998,Bantam Books
2784,The Memoirs of Cleopatra,Margaret George,1139,English,4.19,20334,1316,Historical Fiction,Fiction,Historical,1997,PAN BOOKS LTD (ENGLAND)
2785,"That Was Then, This Is Now",S.E. Hinton,159,English,3.93,34225,2260,Young Adult,Fiction,Classics,1971,Puffin Books
2786,La catedral del mar,Ildefonso Falcones,670,Spanish; Castilian,4.15,50954,2688,Historical Fiction,Fiction,Historical,2006,Grijalbo
2787,Sobre héroes y tumbas,Ernesto Sábato,547,Spanish; Castilian,4.27,11490,612,Fiction,Classics,Spanish Literature,1961,Sudamericana
2788,Ocean Sea,Alessandro Baricco,256,English,4.09,22812,1470,Fiction,Italian Literature,Contemporary,1993,Vintage
2789,Children of Dune,Frank Herbert,609,English,3.96,163578,6082,Science Fiction,Fiction,Fantasy,1976,Ace
2790,Everyone Poops,Taro Gomi,27,English,4.18,6459,778,Picture Books,Childrens,Nonfiction,1981,Kane Miller
2791,The Program,Suzanne Young,405,English,4.05,53926,6393,Young Adult,Dystopia,Romance,2013,Simon Pulse
2792,Hinds' Feet on High Places,Hannah Hurnard,320,English,4.32,53423,1834,Christian,Fiction,Christian Fiction,1955,Tyndale Momentum
2793,The Child Thief,Brom,483,English,4.09,17188,2538,Fantasy,Horror,Retellings,2009,Harper Voyager
2794,The Age of Miracles,Karen Thompson Walker,294,English,3.66,90907,12405,Fiction,Young Adult,Science Fiction,2012,Random House
2795,Grifters,Jim Thompson,224,English,3.93,11253,553,Fiction,Crime,Noir,1963,Mulholland Books
2796,Median Gray,Bill Mesce Jr.,356,English,4.28,2143,45,Fiction,Crime,Epic,2020,Vintage
2797,The Mad Ship,Robin Hobb,906,English,4.28,61855,2520,Fantasy,Fiction,Epic Fantasy,1999,Harper Voyager
2798,"Collected Poems, 1909-1962",T.S. Eliot,240,English,4.29,20765,323,Poetry,Classics,Literature,1963,Harcourt Brace
2799,Lovely War,Julie Berry,471,English,4.24,48966,9341,Historical Fiction,Romance,Young Adult,2019,Viking Books for Young Readers
2800,Knife of Dreams,Robert Jordan,860,English,4.18,123619,3258,Fantasy,Fiction,Epic Fantasy,2005,Tom Doherty Associates
2801,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,256,English,4.64,118839,995,Comics,Humor,Graphic Novels,1988,Andrews McMeel Publishing
2802,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean Sasson,286,English,4.01,36396,2796,Nonfiction,Biography,Memoir,1992,"Windsor-Brooke Books, LLC"
2803,Life for Life,J.K. Franko,396,English,4.4,513,72,Thriller,Fiction,Contemporary,2006,Talion Publishing 
2804,Moon Tiger,Penelope Lively,208,English,3.9,15526,1465,Fiction,Historical Fiction,Literary Fiction,1987,Grove Press
2805,The Island,Victoria Hislop,473,English,4.09,48490,3423,Historical Fiction,Fiction,Greece,2005,Headline
2806,The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara,175,English,3.78,38488,2274,Nonfiction,Travel,Biography,1992,Ocean Press
2807,The Sex Lives of Siamese Twins,Irvine Welsh,468,English,3.65,4871,429,Fiction,Thriller,Mystery,2014,Jonathan Cape
2808,The Lighthouse Effect: How Ordinary People Can Have an Extraordinary Impact in the World,Steve  Pemberton,240,English,4.31,6238,53,Self Help,Nonfiction,Inspirational,2006,Zondervan
2809,Fatherland,Robert   Harris,380,English,4.0,44743,2552,Fiction,Historical Fiction,Thriller,1992,Harper Paperbacks
2810,The Killer Inside Me,Jim Thompson,244,English,3.86,22405,1638,Fiction,Crime,Mystery,1952,Vintage Crime/Black Lizard
2811,The Lover,Marguerite Duras,117,English,3.73,50132,4141,Fiction,Classics,France,1984,Pantheon Books
2812,The Anthropocene Reviewed,John Green,293,English,4.37,95710,16334,Nonfiction,Essays,Audiobook,2021,Dutton
2813,Heir of Broken Fate,Mads Rafferty,512,English,3.99,192,31,Fantasy,Fae,Romance,2023,Independently Published
2814,Lights on the Sea,Miquel Reina,272,English,3.97,2581,530,Fiction,Fantasy,Magical Realism,2018,Amazon Crossing
2815,The Darkest Hour,Erin Hunter,315,English,4.54,47106,1640,Fantasy,Animals,Fiction,2004,Avon Books
2816,"Always and Forever, Lara Jean",Jenny Han,325,English,4.02,231350,21342,Romance,Young Adult,Contemporary,2017,Simon  Schuster Books for Young Readers
2817,The Constant Gardener,John le Carré,496,English,3.82,27049,1653,Fiction,Thriller,Mystery,2001,Scribner
2818,"The Long Way to a Small, Angry Planet",Becky  Chambers,518,English,4.18,127282,19136,Science Fiction,Fiction,LGBT,2014,CreateSpace Independent Publishing Platform 
2819,Crossroads and the Dominion of Four,C. Toni Graham,340,English,4.26,2760,22,Fantasy,Young Adult,Adventure,2006,BalboaPress
2820,The Cousins,Karen M. McManus,337,English,3.79,97293,11055,Mystery,Young Adult,Thriller,2020,Delacorte Press
2821,Nutshell,Ian McEwan,208,English,3.68,50594,6219,Fiction,Contemporary,Mystery,2016,Nan A. Talese
2822,The Declaration,Gemma Malley,320,English,3.71,22319,1773,Young Adult,Dystopia,Science Fiction,2007,Bloomsbury USA Childrens
2823,A Fire Upon the Deep,Vernor Vinge,613,English,4.13,57969,2891,Science Fiction,Fiction,Space Opera,1992,Tor Science Fiction
2824,Naked,David Sedaris,304,English,4.09,259863,6184,Humor,Nonfiction,Memoir,1997,Back Bay Books
2825,The Chronicle of Sapta Sindhu,Aporva Kala,489,English,3.52,2233,46,War,Iran,India,2011,Amazon Digital Services 
2826,Sklepy cynamonowe / Sanatorium pod Klepsydrą,Bruno Schulz,260,Polish,4.01,14646,1254,Fiction,Short Stories,Classics,1933,Wydawnictwo Dolnośląskie
2827,Слънце недосегаемо,Николай Теллалов,624,Bulgarian,4.12,121,14,Fantasy,Bulgarian Literature,Fiction,2009,Човешката библиотека
2828,Out Stealing Horses,Per Petterson,258,English,3.8,34159,4557,Fiction,Historical Fiction,Scandinavian Literature,2003,Graywolf Press
2829,I Have Never,Camilla Isley,224,English,4.01,1416,208,Chick Lit,Romance,Contemporary,2017,Pink Bloom Press
2831,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,308,English,3.87,167809,14311,Fiction,Japan,Japanese Literature,2013,Vintage Books
2832,Eternal Kiss of Darkness,Jeaniene Frost,361,English,4.21,43066,2064,Vampires,Paranormal,Paranormal Romance,2010,Avon Books
